State,Industry,Measure,Year,Pivot Field Values
New Mexico,Couriers and messengers,Transportation Employees,2010,2012
New York,Couriers and messengers,     Annual Payroll (thousands),2010,1374177
New York,Couriers and messengers,     Business Establishments,2010,1263
New York,Couriers and messengers,Transportation Employees,2010,32044
North Carolina,Couriers and messengers,     Annual Payroll (thousands),2010,517701
North Carolina,Couriers and messengers,     Business Establishments,2010,451
North Carolina,Couriers and messengers,Transportation Employees,2010,14055
North Dakota,Couriers and messengers,     Annual Payroll (thousands),2010,41347
North Dakota,Couriers and messengers,     Business Establishments,2010,84
North Dakota,Couriers and messengers,Transportation Employees,2010,1109
Ohio,Couriers and messengers,     Annual Payroll (thousands),2010,790565
Ohio,Couriers and messengers,     Business Establishments,2010,472
Ohio,Couriers and messengers,Transportation Employees,2010,20286
Oklahoma,Couriers and messengers,     Annual Payroll (thousands),2010,153144
Oklahoma,Couriers and messengers,     Business Establishments,2010,181
Oklahoma,Couriers and messengers,Transportation Employees,2010,3935
Oregon,Couriers and messengers,     Annual Payroll (thousands),2010,235751
Oregon,Couriers and messengers,     Business Establishments,2010,255
Oregon,Couriers and messengers,Transportation Employees,2010,6149
Pennsylvania,Couriers and messengers,     Annual Payroll (thousands),2010,901060
Pennsylvania,Couriers and messengers,     Business Establishments,2010,512
Pennsylvania,Couriers and messengers,Transportation Employees,2010,23272
Rhode Island,Couriers and messengers,     Annual Payroll (thousands),2010,65491
Rhode Island,Couriers and messengers,     Business Establishments,2010,72
Rhode Island,Couriers and messengers,Transportation Employees,2010,1623
South Carolina,Couriers and messengers,     Annual Payroll (thousands),2010,215545
South Carolina,Couriers and messengers,     Business Establishments,2010,175
South Carolina,Couriers and messengers,Transportation Employees,2010,5817
South Dakota,Couriers and messengers,     Annual Payroll (thousands),2010,47570
South Dakota,Couriers and messengers,     Business Establishments,2010,70
South Dakota,Couriers and messengers,Transportation Employees,2010,1236
Tennessee,Couriers and messengers,     Annual Payroll (thousands),2010,2140195
Tennessee,Couriers and messengers,     Business Establishments,2010,315
Tennessee,Couriers and messengers,Transportation Employees,2010,34595
Texas,Couriers and messengers,     Annual Payroll (thousands),2010,1320413
Texas,Couriers and messengers,     Business Establishments,2010,1143
Texas,Couriers and messengers,Transportation Employees,2010,34232
Utah,Couriers and messengers,     Annual Payroll (thousands),2010,172171
Utah,Couriers and messengers,     Business Establishments,2010,179
Utah,Couriers and messengers,Transportation Employees,2010,4766
Vermont,Couriers and messengers,     Annual Payroll (thousands),2010,40811
Vermont,Couriers and messengers,     Business Establishments,2010,38
Vermont,Couriers and messengers,Transportation Employees,2010,1024
Virginia,Couriers and messengers,     Annual Payroll (thousands),2010,439562
Virginia,Couriers and messengers,     Business Establishments,2010,396
Virginia,Couriers and messengers,Transportation Employees,2010,11013
Washington,Couriers and messengers,     Annual Payroll (thousands),2010,382820
Washington,Couriers and messengers,     Business Establishments,2010,416
Washington,Couriers and messengers,Transportation Employees,2010,9509
West Virginia,Couriers and messengers,     Annual Payroll (thousands),2010,80556
West Virginia,Couriers and messengers,     Business Establishments,2010,120
West Virginia,Couriers and messengers,Transportation Employees,2010,2132
Wisconsin,Couriers and messengers,     Annual Payroll (thousands),2010,302817
Wisconsin,Couriers and messengers,     Business Establishments,2010,262
Wisconsin,Couriers and messengers,Transportation Employees,2010,8313
Wyoming,Couriers and messengers,     Annual Payroll (thousands),2010,31172
Wyoming,Couriers and messengers,     Business Establishments,2010,60
Wyoming,Couriers and messengers,Transportation Employees,2010,767
Alabama,Pipeline transportation,     Annual Payroll (thousands),2010,46277
Alabama,Pipeline transportation,     Business Establishments,2010,39
Alabama,Pipeline transportation,Transportation Employees,2010,543
Alaska,Pipeline transportation,     Business Establishments,2010,12
Arizona,Pipeline transportation,     Annual Payroll (thousands),2010,23356
Arizona,Pipeline transportation,     Business Establishments,2010,24
Arizona,Pipeline transportation,Transportation Employees,2010,271
Arkansas,Pipeline transportation,     Annual Payroll (thousands),2010,25481
Arkansas,Pipeline transportation,     Business Establishments,2010,31
Arkansas,Pipeline transportation,Transportation Employees,2010,344
California,Pipeline transportation,     Annual Payroll (thousands),2010,262671
California,Pipeline transportation,     Business Establishments,2010,108
California,Pipeline transportation,Transportation Employees,2010,2821
Colorado,Pipeline transportation,     Annual Payroll (thousands),2010,103035
Colorado,Pipeline transportation,     Business Establishments,2010,47
Colorado,Pipeline transportation,Transportation Employees,2010,950
Connecticut,Pipeline transportation,     Annual Payroll (thousands),2010,21483
Connecticut,Pipeline transportation,     Business Establishments,2010,7
Connecticut,Pipeline transportation,Transportation Employees,2010,204
Florida,Pipeline transportation,     Annual Payroll (thousands),2010,18362
Florida,Pipeline transportation,     Business Establishments,2010,22
Florida,Pipeline transportation,Transportation Employees,2010,253
Georgia,Pipeline transportation,     Annual Payroll (thousands),2010,32265
Georgia,Pipeline transportation,     Business Establishments,2010,37
Georgia,Pipeline transportation,Transportation Employees,2010,380
Idaho,Pipeline transportation,     Business Establishments,2010,5
Illinois,Pipeline transportation,     Annual Payroll (thousands),2010,110379
Illinois,Pipeline transportation,     Business Establishments,2010,65
Illinois,Pipeline transportation,Transportation Employees,2010,1161
Indiana,Pipeline transportation,     Annual Payroll (thousands),2010,44504
Indiana,Pipeline transportation,     Business Establishments,2010,44
Indiana,Pipeline transportation,Transportation Employees,2010,497
Iowa,Pipeline transportation,     Annual Payroll (thousands),2010,28537
Iowa,Pipeline transportation,     Business Establishments,2010,47
Iowa,Pipeline transportation,Transportation Employees,2010,337
Kansas,Pipeline transportation,     Annual Payroll (thousands),2010,65071
Kansas,Pipeline transportation,     Business Establishments,2010,64
Kansas,Pipeline transportation,Transportation Employees,2010,809
Kentucky,Pipeline transportation,     Annual Payroll (thousands),2010,79624
Kentucky,Pipeline transportation,     Business Establishments,2010,61
Kentucky,Pipeline transportation,Transportation Employees,2010,923
Louisiana,Pipeline transportation,     Annual Payroll (thousands),2010,225795
Louisiana,Pipeline transportation,     Business Establishments,2010,190
Louisiana,Pipeline transportation,Transportation Employees,2010,2649
Maine,Pipeline transportation,     Annual Payroll (thousands),2010,11414
Maine,Pipeline transportation,     Business Establishments,2010,10
Maine,Pipeline transportation,Transportation Employees,2010,99
Maryland,Pipeline transportation,     Business Establishments,2010,5
Massachusetts,Pipeline transportation,     Annual Payroll (thousands),2010,16206
Massachusetts,Pipeline transportation,     Business Establishments,2010,9
Massachusetts,Pipeline transportation,Transportation Employees,2010,159
Michigan,Pipeline transportation,     Annual Payroll (thousands),2010,82474
Michigan,Pipeline transportation,     Business Establishments,2010,72
Michigan,Pipeline transportation,Transportation Employees,2010,969
Minnesota,Pipeline transportation,     Annual Payroll (thousands),2010,32948
Minnesota,Pipeline transportation,     Business Establishments,2010,58
Minnesota,Pipeline transportation,Transportation Employees,2010,372
Mississippi,Pipeline transportation,     Annual Payroll (thousands),2010,69782
Mississippi,Pipeline transportation,     Business Establishments,2010,84
Mississippi,Pipeline transportation,Transportation Employees,2010,941
Missouri,Pipeline transportation,     Annual Payroll (thousands),2010,25092
Missouri,Pipeline transportation,     Business Establishments,2010,37
Missouri,Pipeline transportation,Transportation Employees,2010,300
Montana,Pipeline transportation,     Annual Payroll (thousands),2010,36129
Montana,Pipeline transportation,     Business Establishments,2010,45
Montana,Pipeline transportation,Transportation Employees,2010,487
Nebraska,Pipeline transportation,     Annual Payroll (thousands),2010,16934
Nebraska,Pipeline transportation,     Business Establishments,2010,16
Nebraska,Pipeline transportation,Transportation Employees,2010,144
Nevada,Pipeline transportation,     Annual Payroll (thousands),2010,2837
Nevada,Pipeline transportation,     Business Establishments,2010,3
Nevada,Pipeline transportation,Transportation Employees,2010,30
New Hampshire,Pipeline transportation,     Business Establishments,2010,3
New Jersey,Pipeline transportation,     Annual Payroll (thousands),2010,26649
New Jersey,Pipeline transportation,     Business Establishments,2010,21
New Jersey,Pipeline transportation,Transportation Employees,2010,318
New Mexico,Pipeline transportation,     Annual Payroll (thousands),2010,16255
New Mexico,Pipeline transportation,     Business Establishments,2010,17
New Mexico,Pipeline transportation,Transportation Employees,2010,199
New York,Pipeline transportation,     Annual Payroll (thousands),2010,28143
New York,Pipeline transportation,     Business Establishments,2010,59
New York,Pipeline transportation,Transportation Employees,2010,353
North Carolina,Pipeline transportation,     Annual Payroll (thousands),2010,19815
North Carolina,Pipeline transportation,     Business Establishments,2010,18
North Carolina,Pipeline transportation,Transportation Employees,2010,254
North Dakota,Pipeline transportation,     Annual Payroll (thousands),2010,32298
North Dakota,Pipeline transportation,     Business Establishments,2010,39
North Dakota,Pipeline transportation,Transportation Employees,2010,347
Ohio,Pipeline transportation,     Annual Payroll (thousands),2010,77747
Ohio,Pipeline transportation,     Business Establishments,2010,98
Ohio,Pipeline transportation,Transportation Employees,2010,949
Oklahoma,Pipeline transportation,     Annual Payroll (thousands),2010,176988
Oklahoma,Pipeline transportation,     Business Establishments,2010,84
Oklahoma,Pipeline transportation,Transportation Employees,2010,1929
Oregon,Pipeline transportation,     Business Establishments,2010,3
Pennsylvania,Pipeline transportation,     Annual Payroll (thousands),2010,167688
Pennsylvania,Pipeline transportation,     Business Establishments,2010,174
Pennsylvania,Pipeline transportation,Transportation Employees,2010,1850
Rhode Island,Pipeline transportation,     Business Establishments,2010,4
South Carolina,Pipeline transportation,     Business Establishments,2010,6
South Dakota,Pipeline transportation,     Annual Payroll (thousands),2010,5920
South Dakota,Pipeline transportation,     Business Establishments,2010,9
South Dakota,Pipeline transportation,Transportation Employees,2010,66
Tennessee,Pipeline transportation,     Annual Payroll (thousands),2010,32160
Tennessee,Pipeline transportation,     Business Establishments,2010,53
Tennessee,Pipeline transportation,Transportation Employees,2010,364
